,Teks,label,Data_Bersih,Pesan_Kecil,Hilang_angka,Hlang_whitespace,Hilang_huruf,Data_token,kata_sering,stopword,Data_Stemmer
974,Pada ga aktif si tombol algoritma2 nya teh ga ngerti,1,Pada ga aktif si tombol algoritma2 nya teh ga ngerti,pada ga aktif si tombol algoritma2 nya teh ga ngerti,pada ga aktif si tombol algoritma nya teh ga ngerti,pada ga aktif si tombol algoritma nya teh ga ngerti,pada ga aktif si tombol algoritma nya teh ga ngerti,"['pada', 'ga', 'aktif', 'si', 'tombol', 'algoritma', 'nya', 'teh', 'ga', 'ngerti']",<FreqDist with 9 samples and 10 outcomes>,"['aktif', 'tombol', 'algoritma', 'ngerti']","['aktif', 'tombol', 'algoritma', 'ngerti']"
975,pada ngampus jamber gais?,1,pada ngampus jamber gais,pada ngampus jamber gais,pada ngampus jamber gais,pada ngampus jamber gais,pada ngampus jamber gais,"['pada', 'ngampus', 'jamber', 'gais']",<FreqDist with 4 samples and 4 outcomes>,"['ngampus', 'jamber', 'gais']","['ngampus', 'jamber', 'gais']"
976,Padahal mau kesana tapi kyknya nama1 belum balik,1,Padahal mau kesana tapi kyknya nama1 belum balik,padahal mau kesana tapi kyknya nama1 belum balik,padahal mau kesana tapi kyknya nama belum balik,padahal mau kesana tapi kyknya nama belum balik,padahal mau kesana tapi kyknya nama belum balik,"['padahal', 'mau', 'kesana', 'tapi', 'kyknya', 'nama', 'belum', 'balik']",<FreqDist with 8 samples and 8 outcomes>,"['kesana', 'kyknya', 'nama']","['kesana', 'kyknya', 'nama']"
977,Pagi bu saya dengan nama1 dari Bebek Komar ...sangat bisa bu untuk pesanan besok bu...menu yang di pesan apa ya bu...diantar ke mana ya...nuhun,1,Pagi bu saya dengan nama1 dari Bebek Komar sangat bisa bu untuk pesanan besok bumenu yang di pesan apa ya budiantar ke mana yanuhun,pagi bu saya dengan nama1 dari bebek komar sangat bisa bu untuk pesanan besok bumenu yang di pesan apa ya budiantar ke mana yanuhun,pagi bu saya dengan nama dari bebek komar sangat bisa bu untuk pesanan besok bumenu yang di pesan apa ya budiantar ke mana yanuhun,pagi bu saya dengan nama dari bebek komar sangat bisa bu untuk pesanan besok bumenu yang di pesan apa ya budiantar ke mana yanuhun,pagi bu saya dengan nama dari bebek komar sangat bisa bu untuk pesanan besok bumenu yang di pesan apa ya budiantar ke mana yanuhun,"['pagi', 'bu', 'saya', 'dengan', 'nama', 'dari', 'bebek', 'komar', 'sangat', 'bisa', 'bu', 'untuk', 'pesanan', 'besok', 'bumenu', 'yang', 'di', 'pesan', 'apa', 'ya', 'budiantar', 'ke', 'mana', 'yanuhun']",<FreqDist with 23 samples and 24 outcomes>,"['pagi', 'bu', 'nama', 'bebek', 'komar', 'bu', 'pesanan', 'besok', 'bumenu', 'pesan', 'budiantar', 'yanuhun']","['pagi', 'bu', 'nama', 'bebek', 'komar', 'bu', 'pesan', 'besok', 'bumenu', 'pesan', 'budiantar', 'yanuhun']"
978,"nama1  titip pesan, jumat pagi kita kumpul trus bapa minta tolong ke kita buat bareng2 bujuk nama1 kuliah lagi",1,nama1  titip pesan jumat pagi kita kumpul trus bapa minta tolong ke kita buat bareng2 bujuk nama1 kuliah lagi,nama1  titip pesan jumat pagi kita kumpul trus bapa minta tolong ke kita buat bareng2 bujuk nama1 kuliah lagi,nama  titip pesan jumat pagi kita kumpul trus bapa minta tolong ke kita buat bareng bujuk nama kuliah lagi,nama  titip pesan jumat pagi kita kumpul trus bapa minta tolong ke kita buat bareng bujuk nama kuliah lagi,nama  titip pesan jumat pagi kita kumpul trus bapa minta tolong ke kita buat bareng bujuk nama kuliah lagi,"['nama', 'titip', 'pesan', 'jumat', 'pagi', 'kita', 'kumpul', 'trus', 'bapa', 'minta', 'tolong', 'ke', 'kita', 'buat', 'bareng', 'bujuk', 'nama', 'kuliah', 'lagi']",<FreqDist with 17 samples and 19 outcomes>,"['nama', 'titip', 'pesan', 'jumat', 'pagi', 'kumpul', 'trus', 'bapa', 'tolong', 'bareng', 'bujuk', 'nama', 'kuliah']","['nama', 'titip', 'pesan', 'jumat', 'pagi', 'kumpul', 'trus', 'bapa', 'tolong', 'bareng', 'bujuk', 'nama', 'kuliah']"
979,Pak kalau seporsi berapa ya ?,1,Pak kalau seporsi berapa ya ,pak kalau seporsi berapa ya ,pak kalau seporsi berapa ya ,pak kalau seporsi berapa ya,pak kalau seporsi berapa ya,"['pak', 'kalau', 'seporsi', 'berapa', 'ya']",<FreqDist with 5 samples and 5 outcomes>,['seporsi'],['porsi']
980,Pak mau pesen nasi goreng spesial 2 bungkus ke Graha desilla kmr 14.,1,Pak mau pesen nasi goreng spesial 2 bungkus ke Graha desilla kmr 14,pak mau pesen nasi goreng spesial 2 bungkus ke graha desilla kmr 14,pak mau pesen nasi goreng spesial  bungkus ke graha desilla kmr ,pak mau pesen nasi goreng spesial  bungkus ke graha desilla kmr,pak mau pesen nasi goreng spesial  bungkus ke graha desilla kmr,"['pak', 'mau', 'pesen', 'nasi', 'goreng', 'spesial', 'bungkus', 'ke', 'graha', 'desilla', 'kmr']",<FreqDist with 11 samples and 11 outcomes>,"['pesen', 'nasi', 'goreng', 'spesial', 'bungkus', 'graha', 'desilla', 'kmr']","['sen', 'nasi', 'goreng', 'spesial', 'bungkus', 'graha', 'desilla', 'kmr']"
981,Pak mau tanya kalau nilai remed lebih kecil itu diambil nilai nya yang remed atau tetap yang sebelum nya pak ? ,1,Pak mau tanya kalau nilai remed lebih kecil itu diambil nilai nya yang remed atau tetap yang sebelum nya pak  ,pak mau tanya kalau nilai remed lebih kecil itu diambil nilai nya yang remed atau tetap yang sebelum nya pak  ,pak mau tanya kalau nilai remed lebih kecil itu diambil nilai nya yang remed atau tetap yang sebelum nya pak  ,pak mau tanya kalau nilai remed lebih kecil itu diambil nilai nya yang remed atau tetap yang sebelum nya pak,pak mau tanya kalau nilai remed lebih kecil itu diambil nilai nya yang remed atau tetap yang sebelum nya pak,"['pak', 'mau', 'tanya', 'kalau', 'nilai', 'remed', 'lebih', 'kecil', 'itu', 'diambil', 'nilai', 'nya', 'yang', 'remed', 'atau', 'tetap', 'yang', 'sebelum', 'nya', 'pak']",<FreqDist with 15 samples and 20 outcomes>,"['nilai', 'remed', 'diambil', 'nilai', 'remed']","['nilai', 'remed', 'ambil', 'nilai', 'remed']"
982,Pak saya pake yang 6.0 malah bingung pak,1,Pak saya pake yang 60 malah bingung pak,pak saya pake yang 60 malah bingung pak,pak saya pake yang  malah bingung pak,pak saya pake yang  malah bingung pak,pak saya pake yang  malah bingung pak,"['pak', 'saya', 'pake', 'yang', 'malah', 'bingung', 'pak']",<FreqDist with 6 samples and 7 outcomes>,"['pake', 'bingung']","['pake', 'bingung']"
983,"Pak, indeks nilai B gabisa diturunin lagi pak? Soalnya kemaren saya liat nilai udah B, terus tiba2 turun jadi B- karena penilaiannya pake + -",1,Pak indeks nilai B gabisa diturunin lagi pak Soalnya kemaren saya liat nilai udah B terus tiba2 turun jadi B karena penilaiannya pake  ,pak indeks nilai b gabisa diturunin lagi pak soalnya kemaren saya liat nilai udah b terus tiba2 turun jadi b karena penilaiannya pake  ,pak indeks nilai b gabisa diturunin lagi pak soalnya kemaren saya liat nilai udah b terus tiba turun jadi b karena penilaiannya pake  ,pak indeks nilai b gabisa diturunin lagi pak soalnya kemaren saya liat nilai udah b terus tiba turun jadi b karena penilaiannya pake,pak indeks nilai  gabisa diturunin lagi pak soalnya kemaren saya liat nilai udah  terus tiba turun jadi  karena penilaiannya pake,"['pak', 'indeks', 'nilai', 'gabisa', 'diturunin', 'lagi', 'pak', 'soalnya', 'kemaren', 'saya', 'liat', 'nilai', 'udah', 'terus', 'tiba', 'turun', 'jadi', 'karena', 'penilaiannya', 'pake']",<FreqDist with 18 samples and 20 outcomes>,"['indeks', 'nilai', 'gabisa', 'diturunin', 'kemaren', 'liat', 'nilai', 'turun', 'penilaiannya', 'pake']","['indeks', 'nilai', 'gabisa', 'diturunin', 'kemaren', 'liat', 'nilai', 'turun', 'nilai', 'pake']"
984,"Pak, MK yang nama1 kontrak Data Mining dgn kode IK566 bukan dwm, seperti yg bapak sampaikan dulu agar mengingatkan bapak ketika penginputan nilai, terimakasih.",1,Pak MK yang nama1 kontrak Data Mining dgn kode IK566 bukan dwm seperti yg bapak sampaikan dulu agar mengingatkan bapak ketika penginputan nilai terimakasih,pak mk yang nama1 kontrak data mining dgn kode ik566 bukan dwm seperti yg bapak sampaikan dulu agar mengingatkan bapak ketika penginputan nilai terimakasih,pak mk yang nama kontrak data mining dgn kode ik bukan dwm seperti yg bapak sampaikan dulu agar mengingatkan bapak ketika penginputan nilai terimakasih,pak mk yang nama kontrak data mining dgn kode ik bukan dwm seperti yg bapak sampaikan dulu agar mengingatkan bapak ketika penginputan nilai terimakasih,pak mk yang nama kontrak data mining dgn kode ik bukan dwm seperti yg bapak sampaikan dulu agar mengingatkan bapak ketika penginputan nilai terimakasih,"['pak', 'mk', 'yang', 'nama', 'kontrak', 'data', 'mining', 'dgn', 'kode', 'ik', 'bukan', 'dwm', 'seperti', 'yg', 'bapak', 'sampaikan', 'dulu', 'agar', 'mengingatkan', 'bapak', 'ketika', 'penginputan', 'nilai', 'terimakasih']",<FreqDist with 23 samples and 24 outcomes>,"['mk', 'nama', 'kontrak', 'data', 'mining', 'kode', 'ik', 'dwm', 'penginputan', 'nilai', 'terimakasih']","['mk', 'nama', 'kontrak', 'data', 'mining', 'kode', 'ik', 'dwm', 'penginputan', 'nilai', 'terimakasih']"
985,"Pake kamera nama1 2, kamera nama1 1, sama handy cam prodi 1",1,Pake kamera nama1 2 kamera nama1 1 sama handy cam prodi 1,pake kamera nama1 2 kamera nama1 1 sama handy cam prodi 1,pake kamera nama  kamera nama  sama handy cam prodi ,pake kamera nama  kamera nama  sama handy cam prodi,pake kamera nama  kamera nama  sama handy cam prodi,"['pake', 'kamera', 'nama', 'kamera', 'nama', 'sama', 'handy', 'cam', 'prodi']",<FreqDist with 7 samples and 9 outcomes>,"['pake', 'kamera', 'nama', 'kamera', 'nama', 'handy', 'cam', 'prodi']","['pake', 'kamera', 'nama', 'kamera', 'nama', 'handy', 'cam', 'prodi']"
986,Paket tadi sore mendadak habis.,1,Paket tadi sore mendadak habis,paket tadi sore mendadak habis,paket tadi sore mendadak habis,paket tadi sore mendadak habis,paket tadi sore mendadak habis,"['paket', 'tadi', 'sore', 'mendadak', 'habis']",<FreqDist with 5 samples and 5 outcomes>,"['paket', 'sore', 'mendadak', 'habis']","['paket', 'sore', 'dadak', 'habis']"
987,"Paling seikhlasnya aja, yg mau nyumbang mangga, yg ngga, mangga gt",1,Paling seikhlasnya aja yg mau nyumbang mangga yg ngga mangga gt,paling seikhlasnya aja yg mau nyumbang mangga yg ngga mangga gt,paling seikhlasnya aja yg mau nyumbang mangga yg ngga mangga gt,paling seikhlasnya aja yg mau nyumbang mangga yg ngga mangga gt,paling seikhlasnya aja yg mau nyumbang mangga yg ngga mangga gt,"['paling', 'seikhlasnya', 'aja', 'yg', 'mau', 'nyumbang', 'mangga', 'yg', 'ngga', 'mangga', 'gt']",<FreqDist with 9 samples and 11 outcomes>,"['seikhlasnya', 'nyumbang', 'mangga', 'ngga', 'mangga']","['ikhlas', 'nyumbang', 'mangga', 'ngga', 'mangga']"
988,"Pas dia ngomong gtu km langsung diem ya nuy, kikuk gtu pasti diomongin kek gtu",1,Pas dia ngomong gtu km langsung diem ya nuy kikuk gtu pasti diomongin kek gtu,pas dia ngomong gtu km langsung diem ya nuy kikuk gtu pasti diomongin kek gtu,pas dia ngomong gtu km langsung diem ya nuy kikuk gtu pasti diomongin kek gtu,pas dia ngomong gtu km langsung diem ya nuy kikuk gtu pasti diomongin kek gtu,pas dia ngomong gtu km langsung diem ya nuy kikuk gtu pasti diomongin kek gtu,"['pas', 'dia', 'ngomong', 'gtu', 'km', 'langsung', 'diem', 'ya', 'nuy', 'kikuk', 'gtu', 'pasti', 'diomongin', 'kek', 'gtu']",<FreqDist with 13 samples and 15 outcomes>,"['pas', 'ngomong', 'gtu', 'km', 'langsung', 'diem', 'nuy', 'kikuk', 'gtu', 'diomongin', 'kek', 'gtu']","['pas', 'ngomong', 'gtu', 'km', 'langsung', 'diem', 'nuy', 'kikuk', 'gtu', 'diomongin', 'kek', 'gtu']"
989,"Pas sma gak pernah, tp kuliah disini org tua aku udah 2x pulang kampung",1,Pas sma gak pernah tp kuliah disini org tua aku udah 2x pulang kampung,pas sma gak pernah tp kuliah disini org tua aku udah 2x pulang kampung,pas sma gak pernah tp kuliah disini org tua aku udah x pulang kampung,pas sma gak pernah tp kuliah disini org tua aku udah x pulang kampung,pas sma gak pernah tp kuliah disini org tua aku udah  pulang kampung,"['pas', 'sma', 'gak', 'pernah', 'tp', 'kuliah', 'disini', 'org', 'tua', 'aku', 'udah', 'pulang', 'kampung']",<FreqDist with 13 samples and 13 outcomes>,"['pas', 'sma', 'kuliah', 'org', 'tua', 'pulang', 'kampung']","['pas', 'sma', 'kuliah', 'org', 'tua', 'pulang', 'kampung']"
990,Paspor di perpanjang bayar nya brp nuy?,1,Paspor di perpanjang bayar nya brp nuy,paspor di perpanjang bayar nya brp nuy,paspor di perpanjang bayar nya brp nuy,paspor di perpanjang bayar nya brp nuy,paspor di perpanjang bayar nya brp nuy,"['paspor', 'di', 'perpanjang', 'bayar', 'nya', 'brp', 'nuy']",<FreqDist with 7 samples and 7 outcomes>,"['paspor', 'perpanjang', 'bayar', 'brp', 'nuy']","['paspor', 'panjang', 'bayar', 'brp', 'nuy']"
991,"Patah hatinya level tinggi, jd bisa quotes begitu put",1,Patah hatinya level tinggi jd bisa quotes begitu put,patah hatinya level tinggi jd bisa quotes begitu put,patah hatinya level tinggi jd bisa quotes begitu put,patah hatinya level tinggi jd bisa quotes begitu put,patah hatinya level tinggi jd bisa quotes begitu put,"['patah', 'hatinya', 'level', 'tinggi', 'jd', 'bisa', 'quotes', 'begitu', 'put']",<FreqDist with 9 samples and 9 outcomes>,"['patah', 'hatinya', 'level', 'quotes', 'put']","['patah', 'hati', 'level', 'quotes', 'put']"
992,"Pemakaian internet kamu sdh mencapai batasFUP,kecepatan akan disesuaikan.Lebih EKSIS dgnINTERNETGaul Bulanan Cuma Rp29,900! http://net.axisworld.co.id info838",1,Pemakaian internet kamu sdh mencapai batasFUPkecepatan akan disesuaikanLebih EKSIS dgnINTERNETGaul Bulanan Cuma Rp29900 httpnetaxisworldcoid info838,pemakaian internet kamu sdh mencapai batasfupkecepatan akan disesuaikanlebih eksis dgninternetgaul bulanan cuma rp29900 httpnetaxisworldcoid info838,pemakaian internet kamu sdh mencapai batasfupkecepatan akan disesuaikanlebih eksis dgninternetgaul bulanan cuma rp httpnetaxisworldcoid info,pemakaian internet kamu sdh mencapai batasfupkecepatan akan disesuaikanlebih eksis dgninternetgaul bulanan cuma rp httpnetaxisworldcoid info,pemakaian internet kamu sdh mencapai batasfupkecepatan akan disesuaikanlebih eksis dgninternetgaul bulanan cuma rp httpnetaxisworldcoid info,"['pemakaian', 'internet', 'kamu', 'sdh', 'mencapai', 'batasfupkecepatan', 'akan', 'disesuaikanlebih', 'eksis', 'dgninternetgaul', 'bulanan', 'cuma', 'rp', 'httpnetaxisworldcoid', 'info']",<FreqDist with 15 samples and 15 outcomes>,"['pemakaian', 'internet', 'mencapai', 'batasfupkecepatan', 'disesuaikanlebih', 'eksis', 'dgninternetgaul', 'bulanan', 'httpnetaxisworldcoid', 'info']","['pakai', 'internet', 'capai', 'batasfupkecepatan', 'disesuaikanlebih', 'eks', 'dgninternetgaul', 'bulan', 'httpnetaxisworldcoid', 'info']"
993,Penggunaan terakhir anda adalah 35417.00 dan telah memenuhi pemakaian pulsa minimum. Masa aktif kartu anda diperpanjang selama 30 hari dan akan aktif sampai 04/10/2016,1,Penggunaan terakhir anda adalah 3541700 dan telah memenuhi pemakaian pulsa minimum Masa aktif kartu anda diperpanjang selama 30 hari dan akan aktif sampai 04102016,penggunaan terakhir anda adalah 3541700 dan telah memenuhi pemakaian pulsa minimum masa aktif kartu anda diperpanjang selama 30 hari dan akan aktif sampai 04102016,penggunaan terakhir anda adalah  dan telah memenuhi pemakaian pulsa minimum masa aktif kartu anda diperpanjang selama  hari dan akan aktif sampai ,penggunaan terakhir anda adalah  dan telah memenuhi pemakaian pulsa minimum masa aktif kartu anda diperpanjang selama  hari dan akan aktif sampai,penggunaan terakhir anda adalah  dan telah memenuhi pemakaian pulsa minimum masa aktif kartu anda diperpanjang selama  hari dan akan aktif sampai,"['penggunaan', 'terakhir', 'anda', 'adalah', 'dan', 'telah', 'memenuhi', 'pemakaian', 'pulsa', 'minimum', 'masa', 'aktif', 'kartu', 'anda', 'diperpanjang', 'selama', 'hari', 'dan', 'akan', 'aktif', 'sampai']",<FreqDist with 18 samples and 21 outcomes>,"['penggunaan', 'memenuhi', 'pemakaian', 'pulsa', 'minimum', 'aktif', 'kartu', 'diperpanjang', 'aktif']","['guna', 'penuh', 'pakai', 'pulsa', 'minimum', 'aktif', 'kartu', 'panjang', 'aktif']"
994,"penuh nama1 , si nama1  juga nyari, udh penuh..",1,penuh nama1  si nama1  juga nyari udh penuh,penuh nama1  si nama1  juga nyari udh penuh,penuh nama  si nama  juga nyari udh penuh,penuh nama  si nama  juga nyari udh penuh,penuh nama  si nama  juga nyari udh penuh,"['penuh', 'nama', 'si', 'nama', 'juga', 'nyari', 'udh', 'penuh']",<FreqDist with 6 samples and 8 outcomes>,"['penuh', 'nama', 'nama', 'nyari', 'udh', 'penuh']","['penuh', 'nama', 'nama', 'nyari', 'udh', 'penuh']"
995,"Perginya naik kelapa turun di pasar bunga wastukencana, terus naik caringin-sadang serang atau jalan",1,Perginya naik kelapa turun di pasar bunga wastukencana terus naik caringinsadang serang atau jalan,perginya naik kelapa turun di pasar bunga wastukencana terus naik caringinsadang serang atau jalan,perginya naik kelapa turun di pasar bunga wastukencana terus naik caringinsadang serang atau jalan,perginya naik kelapa turun di pasar bunga wastukencana terus naik caringinsadang serang atau jalan,perginya naik kelapa turun di pasar bunga wastukencana terus naik caringinsadang serang atau jalan,"['perginya', 'naik', 'kelapa', 'turun', 'di', 'pasar', 'bunga', 'wastukencana', 'terus', 'naik', 'caringinsadang', 'serang', 'atau', 'jalan']",<FreqDist with 13 samples and 14 outcomes>,"['perginya', 'kelapa', 'turun', 'pasar', 'bunga', 'wastukencana', 'caringinsadang', 'serang', 'jalan']","['pergi', 'kelapa', 'turun', 'pasar', 'bunga', 'wastukencana', 'caringinsadang', 'serang', 'jalan']"
996,"Permintaan Anda sedang diproses. Beberapa saat lagi Paket Internet anda akan di non-aktifkan, dan akan berlaku tariff dasar internet.",1,Permintaan Anda sedang diproses Beberapa saat lagi Paket Internet anda akan di nonaktifkan dan akan berlaku tariff dasar internet,permintaan anda sedang diproses beberapa saat lagi paket internet anda akan di nonaktifkan dan akan berlaku tariff dasar internet,permintaan anda sedang diproses beberapa saat lagi paket internet anda akan di nonaktifkan dan akan berlaku tariff dasar internet,permintaan anda sedang diproses beberapa saat lagi paket internet anda akan di nonaktifkan dan akan berlaku tariff dasar internet,permintaan anda sedang diproses beberapa saat lagi paket internet anda akan di nonaktifkan dan akan berlaku tariff dasar internet,"['permintaan', 'anda', 'sedang', 'diproses', 'beberapa', 'saat', 'lagi', 'paket', 'internet', 'anda', 'akan', 'di', 'nonaktifkan', 'dan', 'akan', 'berlaku', 'tariff', 'dasar', 'internet']",<FreqDist with 16 samples and 19 outcomes>,"['permintaan', 'diproses', 'paket', 'internet', 'nonaktifkan', 'berlaku', 'tariff', 'dasar', 'internet']","['minta', 'proses', 'paket', 'internet', 'nonaktif', 'laku', 'tariff', 'dasar', 'internet']"
997,"persiapkan dengan dokumen draftnya diambil di ruang saya, slide presentasi tuk pengujian..",1,persiapkan dengan dokumen draftnya diambil di ruang saya slide presentasi tuk pengujian,persiapkan dengan dokumen draftnya diambil di ruang saya slide presentasi tuk pengujian,persiapkan dengan dokumen draftnya diambil di ruang saya slide presentasi tuk pengujian,persiapkan dengan dokumen draftnya diambil di ruang saya slide presentasi tuk pengujian,persiapkan dengan dokumen draftnya diambil di ruang saya slide presentasi tuk pengujian,"['persiapkan', 'dengan', 'dokumen', 'draftnya', 'diambil', 'di', 'ruang', 'saya', 'slide', 'presentasi', 'tuk', 'pengujian']",<FreqDist with 12 samples and 12 outcomes>,"['persiapkan', 'dokumen', 'draftnya', 'diambil', 'ruang', 'slide', 'presentasi', 'tuk', 'pengujian']","['siap', 'dokumen', 'draftnya', 'ambil', 'ruang', 'slide', 'presentasi', 'tuk', 'uji']"
998,Perusahaannya apa aja kalau boleh tau?,1,Perusahaannya apa aja kalau boleh tau,perusahaannya apa aja kalau boleh tau,perusahaannya apa aja kalau boleh tau,perusahaannya apa aja kalau boleh tau,perusahaannya apa aja kalau boleh tau,"['perusahaannya', 'apa', 'aja', 'kalau', 'boleh', 'tau']",<FreqDist with 6 samples and 6 outcomes>,['perusahaannya'],['usaha']
999,"pesan dari nama1 : Assalamu'alaikum wr.wb. Pak, Indonesia Android Kejar bekerjasama dengan Depilkom mau mengadakan pelatihan Android level intermediate, masih ada slot 2 orang lagi, syaratnya sudah pernah membuat app android dan ngebuild menggunakan Android Studio, barang kali di kelas Bapak ada yang berminat. Nuhun.o ya pelatihannya mulai hari sabtu besok, 2 April, setiap sabtu selama 7 pertemuan, bertempat di lab praktikum kita.",1,pesan dari nama1  Assalamualaikum wrwb Pak Indonesia Android Kejar bekerjasama dengan Depilkom mau mengadakan pelatihan Android level intermediate masih ada slot 2 orang lagi syaratnya sudah pernah membuat app android dan ngebuild menggunakan Android Studio barang kali di kelas Bapak ada yang berminat Nuhuno ya pelatihannya mulai hari sabtu besok 2 April setiap sabtu selama 7 pertemuan bertempat di lab praktikum kita,pesan dari nama1  assalamualaikum wrwb pak indonesia android kejar bekerjasama dengan depilkom mau mengadakan pelatihan android level intermediate masih ada slot 2 orang lagi syaratnya sudah pernah membuat app android dan ngebuild menggunakan android studio barang kali di kelas bapak ada yang berminat nuhuno ya pelatihannya mulai hari sabtu besok 2 april setiap sabtu selama 7 pertemuan bertempat di lab praktikum kita,pesan dari nama  assalamualaikum wrwb pak indonesia android kejar bekerjasama dengan depilkom mau mengadakan pelatihan android level intermediate masih ada slot  orang lagi syaratnya sudah pernah membuat app android dan ngebuild menggunakan android studio barang kali di kelas bapak ada yang berminat nuhuno ya pelatihannya mulai hari sabtu besok  april setiap sabtu selama  pertemuan bertempat di lab praktikum kita,pesan dari nama  assalamualaikum wrwb pak indonesia android kejar bekerjasama dengan depilkom mau mengadakan pelatihan android level intermediate masih ada slot  orang lagi syaratnya sudah pernah membuat app android dan ngebuild menggunakan android studio barang kali di kelas bapak ada yang berminat nuhuno ya pelatihannya mulai hari sabtu besok  april setiap sabtu selama  pertemuan bertempat di lab praktikum kita,pesan dari nama  assalamualaikum wrwb pak indonesia android kejar bekerjasama dengan depilkom mau mengadakan pelatihan android level intermediate masih ada slot  orang lagi syaratnya sudah pernah membuat app android dan ngebuild menggunakan android studio barang kali di kelas bapak ada yang berminat nuhuno ya pelatihannya mulai hari sabtu besok  april setiap sabtu selama  pertemuan bertempat di lab praktikum kita,"['pesan', 'dari', 'nama', 'assalamualaikum', 'wrwb', 'pak', 'indonesia', 'android', 'kejar', 'bekerjasama', 'dengan', 'depilkom', 'mau', 'mengadakan', 'pelatihan', 'android', 'level', 'intermediate', 'masih', 'ada', 'slot', 'orang', 'lagi', 'syaratnya', 'sudah', 'pernah', 'membuat', 'app', 'android', 'dan', 'ngebuild', 'menggunakan', 'android', 'studio', 'barang', 'kali', 'di', 'kelas', 'bapak', 'ada', 'yang', 'berminat', 'nuhuno', 'ya', 'pelatihannya', 'mulai', 'hari', 'sabtu', 'besok', 'april', 'setiap', 'sabtu', 'selama', 'pertemuan', 'bertempat', 'di', 'lab', 'praktikum', 'kita']",<FreqDist with 53 samples and 59 outcomes>,"['pesan', 'nama', 'assalamualaikum', 'wrwb', 'indonesia', 'android', 'kejar', 'bekerjasama', 'depilkom', 'mengadakan', 'pelatihan', 'android', 'level', 'intermediate', 'slot', 'orang', 'syaratnya', 'app', 'android', 'ngebuild', 'android', 'studio', 'barang', 'kali', 'kelas', 'berminat', 'nuhuno', 'pelatihannya', 'sabtu', 'besok', 'april', 'sabtu', 'pertemuan', 'bertempat', 'lab', 'praktikum']","['pesan', 'nama', 'assalamualaikum', 'wrwb', 'indonesia', 'android', 'kejar', 'bekerjasama', 'depilkom', 'ada', 'latih', 'android', 'level', 'intermediate', 'slot', 'orang', 'syarat', 'app', 'android', 'ngebuild', 'android', 'studio', 'barang', 'kali', 'kelas', 'minat', 'nuhuno', 'latih', 'sabtu', 'besok', 'april', 'sabtu', 'temu', 'tempat', 'lab', 'praktikum']"
1000,"Pesanan #342877938 - mohon transfer Rp.59,755 ke BNI Account ####  sebelum 24 Jun, 2016. Mohon periksa email anda untuk info lebih lanjut.",1,Pesanan 342877938  mohon transfer Rp59755 ke BNI Account   sebelum 24 Jun 2016 Mohon periksa email anda untuk info lebih lanjut,pesanan 342877938  mohon transfer rp59755 ke bni account   sebelum 24 jun 2016 mohon periksa email anda untuk info lebih lanjut,pesanan   mohon transfer rp ke bni account   sebelum  jun  mohon periksa email anda untuk info lebih lanjut,pesanan   mohon transfer rp ke bni account   sebelum  jun  mohon periksa email anda untuk info lebih lanjut,pesanan   mohon transfer rp ke bni account   sebelum  jun  mohon periksa email anda untuk info lebih lanjut,"['pesanan', 'mohon', 'transfer', 'rp', 'ke', 'bni', 'account', 'sebelum', 'jun', 'mohon', 'periksa', 'email', 'anda', 'untuk', 'info', 'lebih', 'lanjut']",<FreqDist with 16 samples and 17 outcomes>,"['pesanan', 'mohon', 'transfer', 'bni', 'account', 'jun', 'mohon', 'periksa', 'email', 'info']","['pesan', 'mohon', 'transfer', 'bni', 'account', 'jun', 'mohon', 'periksa', 'email', 'info']"
1001,Pilihannya hemat 2 jt atau lulus oct kan nanggung,1,Pilihannya hemat 2 jt atau lulus oct kan nanggung,pilihannya hemat 2 jt atau lulus oct kan nanggung,pilihannya hemat  jt atau lulus oct kan nanggung,pilihannya hemat  jt atau lulus oct kan nanggung,pilihannya hemat  jt atau lulus oct kan nanggung,"['pilihannya', 'hemat', 'jt', 'atau', 'lulus', 'oct', 'kan', 'nanggung']",<FreqDist with 8 samples and 8 outcomes>,"['pilihannya', 'hemat', 'jt', 'lulus', 'oct', 'nanggung']","['pilih', 'hemat', 'jt', 'lulus', 'oct', 'nanggung']"
